Location,Date,Year,Plant_Date,Days_After_Planting,County,LocMinTempC,LocMaxTempC,LocMinTempF,LocMaxTempF,PRISMMinTempC,PRISMMaxTempC,PRISMMinTempF,PRISMMaxTempF,CIMIS,StatMinTempC,StatMaxTempC,StatMinTempF,StatMaxTempF,MINDif_OUT,MAXDif_OUT,HeadM105,HeadM206,HeadM209,HeadM210,HeadM211,HeadM401
BosworthRue,2016-05-16,2016,2016-05-16,0,Yuba,23.38888889,28.94444444,74.1,84.1,12.26200008,28.44400024,54.07160015,83.19920044,Verona235,,,48.7,84.9,1,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-17,2016,2016-05-16,1,Yuba,17.66666667,30.83333333,63.8,87.5,13.45800018,30.06200027,56.22440033,86.11160049,Verona235,,,60.1,89.5,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-18,2016,2016-05-16,2,Yuba,18.38888889,33.94444444,65.1,93.1,16.56299973,32.61199951,61.81339951,90.70159912,Verona235,,,55.9,92.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-19,2016,2016-05-16,3,Yuba,16.72222222,26.77777778,62.1,80.2,16.39800072,35.0929985,61.51640129,95.16739731,Verona235,,,55.5,82.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-20,2016,2016-05-16,4,Yuba,12.05555556,17.05555556,53.7,62.7,13.07199955,27.8010006,55.52959919,82.04180107,Verona235,,,47.1,69.5,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-21,2016,2016-05-16,5,Yuba,11.16666667,19.88888889,52.1,67.8,10.26799965,19.75200081,50.48239937,67.55360146,Verona235,,,48.8,68.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-22,2016,2016-05-16,6,Yuba,10.61111111,21.55555556,51.1,70.8,9.583999634,20.79700089,49.25119934,69.43460159,Verona235,,,48.1,72.0,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-23,2016,2016-05-16,7,Yuba,11.88888889,23.22222222,53.4,73.8,9.454000473,22.72900009,49.01720085,72.91220016,Verona235,,,55.8,75.3,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-24,2016,2016-05-16,8,Yuba,13.72222222,23.83333333,56.7,74.9,10.32199955,24.11300087,50.57959919,75.40340157,Verona235,,,53.0,74.8,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-25,2016,2016-05-16,9,Yuba,13.33333333,26.66666667,56,80,12.40499973,25.35400009,54.32899952,77.63720016,Verona235,,,52.6,79.6,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-26,2016,2016-05-16,10,Yuba,14.05555556,28.22222222,57.3,82.8,11.77299976,26.99500084,53.19139957,80.59100151,Verona235,,,53.1,85.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-27,2016,2016-05-16,11,Yuba,16.44444444,29.33333333,61.6,84.8,12.71199989,29.64900017,54.88159981,85.3682003,Verona235,,,50.1,87.0,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-28,2016,2016-05-16,12,Yuba,16.61111111,30.11111111,61.9,86.2,13.51099968,31.06299973,56.31979942,87.91339951,Verona235,,,56.0,88.6,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-29,2016,2016-05-16,13,Yuba,17.72222222,32.44444444,63.9,90.4,14.58300018,31.73399925,58.24940033,89.12119865,Verona235,,,51.9,93.8,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-30,2016,2016-05-16,14,Yuba,18.55555556,33.94444444,65.4,93.1,14.6619997,33.27500153,58.39159946,91.89500275,Verona235,,,52.5,98.4,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-05-31,2016,2016-05-16,15,Yuba,21,36.55555556,69.8,97.8,15.17099953,35.69200134,59.30779915,96.24560242,Verona235,,,56.3,100.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-01,2016,2016-05-16,16,Yuba,20.83333333,34.22222222,69.5,93.6,17.12999916,38.29700089,62.83399849,100.9346016,Verona235,,,58.5,95.5,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-02,2016,2016-05-16,17,Yuba,17.33333333,33.88888889,63.2,93,15.77600002,36.97999954,60.39680004,98.56399918,Verona235,,,53.3,97.6,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-03,2016,2016-05-16,18,Yuba,20,36.05555556,68,96.9,15.00800037,36.54199982,59.01440067,97.77559967,Verona235,,,57.3,101.5,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-04,2016,2016-05-16,19,Yuba,21.16666667,31.94444444,70.1,89.5,17.70899963,38.98600006,63.87619934,102.1748001,Verona235,,,62.2,90.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-05,2016,2016-05-16,20,Yuba,20.88888889,35.66666667,69.6,96.2,18.04400063,34.36500168,64.47920113,93.85700302,Verona235,,,60.8,101.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-06,2016,2016-05-16,21,Yuba,20.05555556,34,68.1,93.2,17.6760006,38.17100143,63.81680107,100.7078026,Verona235,,,56.9,93.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-07,2016,2016-05-16,22,Yuba,17.11111111,31.72222222,62.8,89.1,16.86300087,36.4640007,62.35340157,97.63520126,Verona235,,,57.5,86.1,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-08,2016,2016-05-16,23,Yuba,15.33333333,29.16666667,59.6,84.5,14.66899967,33.98500061,58.40419941,93.1730011,Verona235,,,56.1,85.3,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-09,2016,2016-05-16,24,Yuba,14.88888889,28.22222222,58.8,82.8,14.19900036,31.92900085,57.55820065,89.47220154,Verona235,,,55.3,82.0,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-10,2016,2016-05-16,25,Yuba,16.22222222,27.33333333,61.2,81.2,13.69799995,30.13699913,56.65639992,86.24659843,Verona235,,,56.1,82.4,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-11,2016,2016-05-16,26,Yuba,14.55555556,29.55555556,58.2,85.2,12.72000027,29.14100075,54.89600048,84.45380135,Verona235,,,49.7,87.8,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-12,2016,2016-05-16,27,Yuba,16.05555556,30.11111111,60.9,86.2,13.60900021,31.75799942,56.49620037,89.16439896,Verona235,,,55.1,86.8,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-13,2016,2016-05-16,28,Yuba,15.77777778,26.88888889,60.4,80.4,15.13399982,32.49499893,59.24119968,90.49099808,Verona235,,,54.4,81.5,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-14,2016,2016-05-16,29,Yuba,14.88888889,24,58.8,75.2,14.39400005,29.83600044,57.9092001,85.7048008,Verona235,,,53.7,77.6,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-15,2016,2016-05-16,30,Yuba,12.88888889,20.55555556,55.2,69,12.24600029,25.54100037,54.04280052,77.97380066,Verona235,,,50.8,71.9,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-16,2016,2016-05-16,31,Yuba,12,21.38888889,53.6,70.5,10.92800045,21.6989994,51.67040081,71.05819893,Verona235,,,49.4,76.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-17,2016,2016-05-16,32,Yuba,14,23.27777778,57.2,73.9,10.76000023,24.10700035,51.36800041,75.39260063,Verona235,,,52.7,76.6,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-18,2016,2016-05-16,33,Yuba,15,24.88888889,59,76.8,13.78100014,25.14599991,56.80580025,77.26279984,Verona235,,,52.4,78.6,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-19,2016,2016-05-16,34,Yuba,12.83333333,29.55555556,55.1,85.2,12.40299988,26.60000038,54.32539978,79.88000069,Verona235,,,50.1,89.3,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-20,2016,2016-05-16,35,Yuba,15.72222222,32.88888889,60.3,91.2,13.10700035,32.01800156,55.59260063,89.6324028,Verona235,,,50.8,96.8,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-21,2016,2016-05-16,36,Yuba,15.88888889,34.94444444,60.6,94.9,14.46199989,35.16999817,58.03159981,95.3059967,Verona235,,,52.1,96.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-22,2016,2016-05-16,37,Yuba,16,32,60.8,89.6,15.11299992,37.51200104,59.20339985,99.52160187,Verona235,,,57.3,89.9,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-23,2016,2016-05-16,38,Yuba,15.44444444,30.16666667,59.8,86.3,16.11499977,35.30099869,61.00699959,95.54179764,Verona235,,,55.5,89.4,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-24,2016,2016-05-16,39,Yuba,15.5,30.44444444,59.9,86.8,15.22000027,33.73099899,59.39600048,92.71579819,Verona235,,,53.6,88.1,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-25,2016,2016-05-16,40,Yuba,15.77777778,34,60.4,93.2,15.31900024,33.10100174,59.57420044,91.58180313,Verona235,,,53.6,98.0,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-26,2016,2016-05-16,41,Yuba,18.44444444,36.16666667,65.2,97.1,16.08699989,37.36999893,60.95659981,99.26599808,Verona235,,,56.8,102.4,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-27,2016,2016-05-16,42,Yuba,19.61111111,38,67.3,100.4,16.26600075,38.7840004,61.27880135,101.8112007,Verona235,,,57.7,102.5,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-28,2016,2016-05-16,43,Yuba,19.88888889,37.88888889,67.8,100.2,18.64900017,40.33800125,65.5682003,104.6084023,Verona235,,,57.5,101.4,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-29,2016,2016-05-16,44,Yuba,19.61111111,35.22222222,67.3,95.4,18.47500038,39.86899948,65.25500069,103.7641991,Verona235,,,55.0,97.6,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-06-30,2016,2016-05-16,45,Yuba,17.88888889,35.38888889,64.2,95.7,16.37599945,37.97200012,61.47679901,100.3496002,Verona235,,,50.6,99.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-01,2016,2016-05-16,46,Yuba,20.66666667,35.77777778,69.2,96.4,15.88799953,38.05799866,60.59839916,100.5043976,Verona235,,,59.3,93.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-02,2016,2016-05-16,47,Yuba,18.44444444,30.66666667,65.2,87.2,18.11700058,37.35400009,64.61060104,99.23720016,Verona235,,,58.9,87.4,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-03,2016,2016-05-16,48,Yuba,17.11111111,30.83333333,62.8,87.5,17.8029995,34.77000046,64.04539909,94.58600082,Verona235,,,57.1,88.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-04,2016,2016-05-16,49,Yuba,16.05555556,29,60.9,84.2,17.36000061,35.30799866,63.2480011,95.55439758,Verona235,,,55.9,86.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-05,2016,2016-05-16,50,Yuba,14.77777778,27.72222222,58.6,81.9,15.27900028,33.0719986,59.50220051,91.52959747,Verona235,,,56.7,83.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-06,2016,2016-05-16,51,Yuba,13.94444444,27.16666667,57.1,80.9,14.15299988,31.49600029,57.47539978,88.69280052,Verona235,,,54.6,84.0,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-07,2016,2016-05-16,52,Yuba,14.66666667,27.44444444,58.4,81.4,14.24400043,30.73600006,57.63920078,87.32480011,Verona235,,,55.7,83.5,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-08,2016,2016-05-16,53,Yuba,14,29.61111111,57.2,85.3,14.26900005,30.90500069,57.6842001,87.62900124,Verona235,,,55.2,87.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-09,2016,2016-05-16,54,Yuba,17.61111111,27.22222222,63.7,81,13.87199974,32.75299835,56.96959953,90.95539703,Verona235,,,56.9,82.9,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-10,2016,2016-05-16,55,Yuba,12.77777778,26.61111111,55,79.9,13.53199959,30.84300041,56.35759926,87.51740074,Verona235,,,49.9,85.1,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-11,2016,2016-05-16,56,Yuba,13.55555556,33.72222222,56.4,92.7,12.6260004,29.3920002,54.72680073,84.90560036,Verona235,,,54.2,89.9,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-12,2016,2016-05-16,57,Yuba,14.83333333,32.83333333,58.7,91.1,14.39999962,32.80400085,57.91999931,91.04720154,Verona235,,,57.5,92.9,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-13,2016,2016-05-16,58,Yuba,15.16666667,36.38888889,59.3,97.5,15.32199955,33.34400177,59.57959919,92.01920319,Verona235,,,53.7,98.5,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-14,2016,2016-05-16,59,Yuba,17,35.44444444,62.6,95.8,16.26799965,36.68000031,61.28239937,98.02400055,Verona235,,,58.9,100.5,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-15,2016,2016-05-16,60,Yuba,18.11111111,33.94444444,64.6,93.1,17.17399979,37.83800125,62.91319962,100.1084023,Verona235,,,56.4,95.4,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-16,2016,2016-05-16,61,Yuba,16.83333333,29.05555556,62.3,84.3,17.29999924,36.73300171,63.13999863,98.11940308,Verona235,,,56.2,89.9,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-17,2016,2016-05-16,62,Yuba,15.38888889,27.11111111,59.7,80.8,15.875,33.11199951,60.575,91.60159912,Verona235,,,55.3,83.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-18,2016,2016-05-16,63,Yuba,14.72222222,26.38888889,58.5,79.5,14.44999981,31.12400055,58.00999966,88.02320099,Verona235,,,54.7,84.0,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-19,2016,2016-05-16,64,Yuba,14.72222222,29.22222222,58.5,84.6,14.00300026,29.96899986,57.20540047,85.94419975,Verona235,,,55.9,86.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-20,2016,2016-05-16,65,Yuba,14.22222222,32.27777778,57.6,90.1,14.47700024,31.65099907,58.05860043,88.97179832,Verona235,,,55.9,90.0,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-21,2016,2016-05-16,66,Yuba,14.33333333,29.55555556,57.8,85.2,14.28299999,33.22700119,57.70939999,91.80860214,Verona235,,,56.3,89.0,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-22,2016,2016-05-16,67,Yuba,13.05555556,32.88888889,55.5,91.2,13.84500027,33.45299911,56.92100048,92.21539841,Verona235,,,50.2,98.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-23,2016,2016-05-16,68,Yuba,14.38888889,35.27777778,57.9,95.5,12.86100006,35.2840004,55.14980011,95.51120071,Verona235,,,55.3,99.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-24,2016,2016-05-16,69,Yuba,16.88888889,34.11111111,62.4,93.4,16.27300072,38.49499893,61.29140129,101.2909981,Verona235,,,57.2,97.9,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-25,2016,2016-05-16,70,Yuba,17.16666667,35.72222222,62.9,96.3,17.97699928,39.18399811,64.35859871,102.5311966,Verona235,,,58.2,95.9,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-26,2016,2016-05-16,71,Yuba,16.5,37.33333333,61.7,99.2,17.11499977,37.36299896,62.80699959,99.25339813,Verona235,,,54.3,100.9,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-27,2016,2016-05-16,72,Yuba,18.05555556,38.16666667,64.5,100.7,17.30200005,39.51699829,63.14360008,103.1305969,Verona235,,,61.4,101.3,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-28,2016,2016-05-16,73,Yuba,18.66666667,36.94444444,65.6,98.5,19.49900055,40.06700134,67.09820099,104.1206024,Verona235,,,58.5,98.1,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-29,2016,2016-05-16,74,Yuba,19.11111111,36.72222222,66.4,98.1,19.75699997,39.05699921,67.56259995,102.3025986,Verona235,,,58.3,96.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-30,2016,2016-05-16,75,Yuba,19.16666667,33.55555556,66.5,92.4,20.09499931,39.42300034,68.17099876,102.9614006,Verona235,,,60.6,95.5,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-07-31,2016,2016-05-16,76,Yuba,16.94444444,31.11111111,62.5,88,19.84900093,39.18999863,67.72820168,102.5419975,Verona235,,,58.0,91.1,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-08-01,2016,2016-05-16,77,Yuba,15.33333333,30.44444444,59.6,86.8,17.02599907,35.30400085,62.64679832,95.54720154,Verona235,,,55.6,89.6,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-08-02,2016,2016-05-16,78,Yuba,14.5,33.27777778,58.1,91.9,14.82600021,34.20800018,58.68680038,93.57440033,Verona235,,,50.8,91.8,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-08-03,2016,2016-05-16,79,Yuba,16.55555556,34.5,61.8,94.1,13.94099998,34.8429985,57.09379997,94.71739731,Verona235,,,55.1,96.4,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-08-04,2016,2016-05-16,80,Yuba,14.33333333,28.5,57.8,83.3,14.98700047,37.24700165,58.97660084,99.04460297,Verona235,,,53.9,82.7,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-08-05,2016,2016-05-16,81,Yuba,12.77777778,27.88888889,55,82.2,13.15499973,31.44599915,55.67899952,88.60279846,Verona235,,,52.1,83.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-08-06,2016,2016-05-16,82,Yuba,14.66666667,28.94444444,58.4,84.1,12.98700047,30.3239994,55.37660084,86.58319893,Verona235,,,53.2,86.3,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-08-07,2016,2016-05-16,83,Yuba,13.44444444,32,56.2,89.6,14.08899975,32.04299927,57.36019955,89.67739868,Verona235,,,53.1,87.2,0,0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-08-08,2016,2016-05-16,84,Yuba,14.22222222,30.83333333,57.6,87.5,14.28999996,33.03099823,57.72199993,91.45579681,Verona235,,,49.0,89.1,0,0,Heading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-08-09,2016,2016-05-16,85,Yuba,14.22222222,33.38888889,57.6,92.1,14.99400043,34.17300034,58.98920078,93.5114006,Verona235,,,52.0,95.8,0,0,Heading,preHeading,preHeading,preHeading,preHeading,Notplanted
BosworthRue,2016-08-10,2016,2016-05-16,86,Yuba,14.55555556,32.33333333,58.2,90.2,13.76500034,34.80099869,56.77700062,94.64179764,Verona235,,,56.0,91.7,0,0,Heading,Heading,preHeading,Heading,preHeading,Notplanted
BosworthRue,2016-08-11,2016,2016-05-16,87,Yuba,15.11111111,32.77777778,59.2,91,15.91899967,33.76499939,60.65419941,92.7769989,Verona235,,,53.0,91.7,0,0,Heading,Heading,preHeading,Heading,preHeading,Notplanted
BosworthRue,2016-08-12,2016,2016-05-16,88,Yuba,15.61111111,36.05555556,60.1,96.9,16.06599998,35.08800125,60.91879997,95.15840225,Verona235,,,56.5,94.2,0,0,Heading,Heading,preHeading,Heading,preHeading,Notplanted
BosworthRue,2016-08-13,2016,2016-05-16,89,Yuba,15.94444444,36.22222222,60.7,97.2,16.48800087,36.83499908,61.67840157,98.30299835,Verona235,,,54.2,97.4,0,0,Heading,Heading,preHeading,Heading,preHeading,Notplanted
BosworthRue,2016-08-14,2016,2016-05-16,90,Yuba,15.77777778,36.22222222,60.4,97.2,17.02099991,37.84500122,62.63779984,100.1210022,Verona235,,,55.9,95.9,0,0,Heading,Heading,preHeading,Heading,preHeading,Notplanted
BosworthRue,2016-08-15,2016,2016-05-16,91,Yuba,15.5,33.77777778,59.9,92.8,17.66300011,38.16400146,63.79340019,100.6952026,Verona235,,,52.4,92.4,0,0,Heading,Heading,preHeading,Heading,Heading,Notplanted
BosworthRue,2016-08-16,2016,2016-05-16,92,Yuba,15.66666667,32.94444444,60.2,91.3,16.62199974,35.47000122,61.91959953,95.8460022,Verona235,,,54.2,91.8,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-17,2016,2016-05-16,93,Yuba,15.88888889,33.61111111,60.6,92.5,16.82799911,36.44400024,62.29039841,97.59920044,Verona235,,,55.3,92.3,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-18,2016,2016-05-16,94,Yuba,16.27777778,33.61111111,61.3,92.5,17.59799957,37.32600021,63.67639923,99.18680038,Verona235,,,55.3,91.9,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-19,2016,2016-05-16,95,Yuba,16.94444444,30.72222222,62.5,87.3,17.94799995,36.51900101,64.30639992,97.73420181,Verona235,,,56.4,88.4,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-20,2016,2016-05-16,96,Yuba,15.61111111,32.94444444,60.1,91.3,17.90200043,34.23799896,64.22360077,93.62839813,Verona235,,,55.9,92.6,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-21,2016,2016-05-16,97,Yuba,15.33333333,29.38888889,59.6,84.9,16.37000084,34.51100159,61.46600151,94.11980286,Verona235,,,56.0,88.1,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-22,2016,2016-05-16,98,Yuba,14.83333333,30.83333333,58.7,87.5,15.87300014,32.77799988,60.57140026,91.00039978,Verona235,,,55.3,89.7,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-23,2016,2016-05-16,99,Yuba,13.83333333,28.94444444,56.9,84.1,15.2670002,32.75099945,59.48060036,90.95179901,Verona235,,,54.6,90.1,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-24,2016,2016-05-16,100,Yuba,12.72222222,29.88888889,54.9,85.8,14.56499958,32.00699997,58.21699924,89.61259995,Verona235,,,49.5,93.2,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-25,2016,2016-05-16,101,Yuba,12.77777778,30.55555556,55,87,12.92599964,32.46300125,55.26679935,90.43340225,Verona235,,,47.9,93.2,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-26,2016,2016-05-16,102,Yuba,11.83333333,28.83333333,53.3,83.9,12.68599987,33.05199814,54.83479977,91.49359665,Verona235,,,51.0,89.5,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-27,2016,2016-05-16,103,Yuba,12.61111111,28.05555556,54.7,82.5,12.77600002,31.03499985,54.99680004,87.86299973,Verona235,,,51.9,89.1,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-28,2016,2016-05-16,104,Yuba,12.22222222,31.27777778,54,88.3,13.68999958,30.46999931,56.64199924,86.84599876,Verona235,,,51.4,87.2,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-29,2016,2016-05-16,105,Yuba,11.83333333,29,53.3,84.2,12.88700008,32.43600082,55.19660015,90.38480148,Verona235,,,51.4,91.7,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-30,2016,2016-05-16,106,Yuba,12.55555556,31.38888889,54.6,88.5,13.70899963,31.69300079,56.67619934,89.04740143,Verona235,,,55.3,92.6,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-08-31,2016,2016-05-16,107,Yuba,13.66666667,29.88888889,56.6,85.8,14.59500027,33.27199936,58.27100048,91.88959885,Verona235,,,58.0,93.9,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-09-01,2016,2016-05-16,108,Yuba,12.11111111,29.05555556,53.8,84.3,15.51500034,32.45700073,59.92700062,90.42260132,Verona235,,,56.0,90.3,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-09-02,2016,2016-05-16,109,Yuba,11.88888889,30.77777778,53.4,87.4,13.74199963,30.71500015,56.73559933,87.28700027,Verona235,,,50.9,90.5,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-09-03,2016,2016-05-16,110,Yuba,12.55555556,27.16666667,54.6,80.9,13.47599983,32.07699966,56.2567997,89.7385994,Verona235,,,54.5,86.9,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
BosworthRue,2016-09-04,2016,2016-05-16,111,Yuba,11.88888889,26.16666667,53.4,79.1,14.21800041,29.39299965,57.59240074,84.90739937,Verona235,,,52.1,81.1,0,0,Heading,Heading,Heading,Heading,Heading,Notplanted
